,lep1pt,lep2pt,theta_ll,b1pt,b2pt,theta_bb,MET,dR_l1,dR_l2
1483,58.539,38.0171,0.803519,126.098,47.8745,1.23977,60.1946,2.08897,1.55494
1484,65.9487,30.7926,2.29189,163.308,137.622,2.48801,74.6606,0.703147,0.871439
1485,193.094,47.2751,1.94903,195.513,44.6105,1.93419,291.02,1.00999,1.11897
1486,58.8186,31.4462,0.399036,85.5801,56.3234,0.470304,84.7605,3.24865,1.22632
1487,147.275,49.577,2.48217,75.3402,40.1372,1.85419,79.2634,1.58384,1.27799
1488,240.219,33.5738,0.990298,60.7679,45.0122,1.46151,98.653,3.07328,0.628596
1489,33.6755,30.558,1.91236,64.5541,44.0694,1.01236,26.447,1.53772,1.72119
1490,78.4269,30.6748,0.583617,167.203,72.5979,1.56942,42.8623,0.793201,0.964508
1491,88.6335,32.9802,2.21286,181.081,175.235,1.91988,235.031,0.617017,1.02832
1492,70.6201,41.2305,2.80998,92.3748,73.8537,2.7289,70.8456,0.987484,1.22822
1493,127.062,43.8176,2.23858,71.8516,52.917,1.55839,67.5379,1.49258,1.79205
1494,88.9846,74.8436,1.79305,55.5706,32.8629,0.831232,29.113,2.17187,2.542
1495,55.0951,31.3977,1.91329,56.3864,45.5365,1.17635,56.874,3.84003,1.44185
1496,78.1852,61.3175,2.54537,140.722,76.3925,2.44499,53.9459,1.24476,1.33385
1497,123.993,57.9941,1.82188,152.853,38.9471,1.95264,161.753,1.11736,1.28251
1498,137.277,38.3053,0.765704,183.2,47.0345,0.500993,46.7809,1.65859,0.603463
1499,52.3003,37.3384,1.66675,84.1814,67.2414,0.969577,77.9733,1.03671,0.856778
1500,69.0943,33.235,1.32448,76.0917,61.6378,0.619445,80.4237,1.65685,2.43487
1501,82.9542,35.8442,1.99586,69.4111,48.7066,0.361252,15.0516,2.70611,1.75372
1502,137.781,49.9098,0.32345,60.7726,34.6733,0.802292,34.6265,1.50814,2.1458
1503,158.678,64.4278,2.53934,48.8582,34.3391,1.39299,67.9144,1.55138,1.08043
1504,95.2038,92.9191,2.3253,105.255,71.7041,1.47971,76.2295,1.73779,0.77149
1505,53.7118,50.343,2.09544,111.398,51.7199,1.37764,61.6355,2.11035,1.3594
1506,142.677,72.3368,0.837229,72.8931,50.2628,1.44016,84.562,2.66683,2.33002
1507,83.1978,74.9639,1.82095,141.738,80.332,1.83961,12.8149,1.36695,1.26504
1508,81.4954,37.5623,0.636182,38.5472,37.1336,2.17088,20.9919,2.45495,0.580883
1509,55.0156,46.0973,1.12237,78.2327,67.158,2.55771,41.515,2.3086,2.52981
1510,71.8734,38.5759,2.44565,173.837,163.095,1.62515,56.1261,0.662753,1.52562
1511,77.5652,35.2996,2.24954,45.4897,43.465,2.01771,111.428,1.20425,2.80871
1512,76.6137,35.7402,0.676311,252.611,116.759,1.39186,121.294,2.70737,1.46307
1513,57.8477,56.21,1.172,218.422,182.438,1.8397,16.2118,1.01694,0.631346
1514,47.4152,39.949,1.41912,141.029,55.0127,1.82314,163.538,0.769014,0.773857
1515,97.5765,51.7153,1.94962,40.7072,36.5067,1.61195,48.6599,2.41221,3.17371
1516,54.5465,33.7024,1.22213,68.677,59.1671,1.24063,44.7395,2.77717,1.99514
1517,50.0166,39.4478,1.89297,101.546,80.1917,2.48561,66.3515,1.92578,0.758649
1518,71.7672,53.5661,0.88604,91.1958,73.7205,0.960546,43.9429,2.23058,1.54922
1519,198.137,79.0499,0.428938,71.3912,40.8044,0.965552,44.5066,1.10228,0.676141
1520,82.5958,44.9699,1.97007,71.9824,31.4309,1.88849,32.4861,2.53137,2.73812
1521,72.6241,31.6098,1.49531,68.1935,38.4254,1.62339,54.9722,2.23145,1.23169
1522,79.7271,71.1268,2.44134,59.2579,49.6521,1.80405,66.933,0.652257,2.04113
1523,51.135,36.4556,1.62141,139.13,51.3313,1.51427,89.9485,2.36744,1.77313
1524,59.856,41.0166,2.94331,210.764,83.353,1.99777,145.304,0.896631,1.16215
1525,44.3152,31.701,0.730502,51.3784,44.9134,2.51159,57.9511,2.71208,1.6611
1526,69.9133,44.9574,1.36365,164.036,48.8298,0.928578,145.445,0.640374,2.04296
1527,140.482,116.429,1.15295,118.642,99.7754,1.26682,40.1172,0.897722,1.25745
1528,54.97,49.7037,2.67741,84.1847,33.2988,2.03611,136.496,1.10314,2.86579
1529,84.7032,46.4125,2.67453,123.529,89.3456,2.72864,16.0058,1.42381,1.76655
1530,72.3279,34.3699,1.67769,61.9617,54.1214,1.74022,90.395,2.08787,1.72998
1531,81.2739,32.5769,2.31726,115.101,48.7924,1.65046,91.4068,2.46018,0.830658
1532,139.77,124.23,1.67575,97.5164,56.7784,1.87008,76.2934,1.93784,1.33669
1533,71.6202,59.4466,0.929229,134.793,59.1566,0.444952,37.7658,1.33399,1.56988
1534,88.8527,41.6824,0.567695,54.3397,46.2673,1.63095,44.5561,1.89696,2.07943
1535,60.833,41.8966,1.40507,145.035,108.734,2.30146,43.9893,1.88794,1.16224
1536,108.162,84.8601,1.87653,95.2849,65.1324,1.04966,51.6002,3.38621,2.10309
1537,90.1999,70.2058,0.669958,47.5608,31.9341,1.36865,30.7833,1.89441,0.814878
1538,72.1064,39.5312,0.555539,93.3971,77.0155,1.1492,92.7586,2.65233,0.87165
1539,74.2528,39.4961,1.72461,104.761,30.2631,2.00305,34.0768,1.80671,1.32592
1540,55.2489,47.9191,2.77937,79.1508,57.8455,2.38617,102.439,0.698534,0.832639
1541,86.8303,86.0192,1.27238,58.0878,56.1096,1.8382,46.093,2.21384,1.84337
1542,102.212,44.9645,2.24119,66.877,51.2785,0.984929,42.7856,2.18249,1.29485
1543,70.7743,30.0778,0.547508,91.3034,36.1739,0.841387,33.7081,2.96941,2.25848
1544,49.9151,42.2845,1.65554,139.527,41.1668,1.44943,58.6826,1.40736,1.28692
1545,113.999,89.7695,1.08718,90.5412,69.6222,0.514032,16.2456,0.892209,1.33732
1546,44.3822,33.1765,0.623148,68.4307,31.7967,0.915097,69.0747,2.98343,1.46349
1547,82.356,31.2412,2.08978,72.4291,34.627,2.71019,110.769,1.22155,1.57187
1548,101.115,90.9767,0.645652,101.112,53.1113,0.377507,158.607,0.98521,2.07366
1549,150.507,89.5888,1.30919,114.559,76.0088,0.499548,113.186,3.87033,2.444
1550,167.367,62.502,2.09814,86.6514,34.2253,1.28587,171.796,0.823806,0.929314
1551,109.777,39.657,2.28819,144.871,52.8461,1.14643,120.55,0.935983,1.46457
1552,101.669,33.712,1.73279,76.5582,61.6526,1.65439,47.9185,1.4751,1.93283
1553,143.662,116.401,1.75579,54.3153,37.4385,1.65901,44.2118,1.71979,1.86347
1554,73.8694,60.622,1.03678,139.82,33.4764,1.00974,106.766,2.03895,1.21269
1555,131.864,107.172,2.10585,137.509,39.9619,1.39935,33.1824,1.55104,0.881226
1556,60.0669,45.6682,0.818469,93.7092,91.7744,0.519002,60.1634,2.11267,1.79781
1557,53.9554,44.1885,2.00204,73.0769,40.5598,1.16274,48.987,1.99328,1.95845
1558,46.2293,38.8593,2.37797,99.6844,55.5346,2.20603,55.9767,1.0375,1.87135
1559,38.4999,30.2229,1.75576,90.8882,90.263,2.58924,66.0458,2.549,1.32897
1560,40.6541,38.1873,1.26908,196.831,58.66,2.13876,88.9552,1.82495,1.96162
1561,60.9633,30.3557,1.23365,139.885,52.0635,1.09584,114.945,1.11553,0.559036
1562,124.729,96.5324,2.54933,118.811,99.5193,1.38575,103.085,0.79574,0.781025
1563,59.0048,31.1932,0.911321,120.236,77.3621,0.256623,142.637,2.16741,2.29952
1564,101.636,72.5221,1.37327,133.808,120.745,1.22351,36.1226,1.03891,0.925526
1565,78.4862,37.6002,2.21341,189.528,49.1361,2.06164,50.6151,2.74927,1.20752
1566,64.1888,48.3261,1.35592,70.0128,48.6233,0.310228,65.9814,1.43789,3.2822
1567,92.477,78.1111,2.11087,178.305,34.701,1.72183,75.0467,1.79418,3.01679
1568,71.7685,41.9823,2.43146,84.1814,30.9266,2.02812,118.055,1.11398,2.00967
1569,54.1393,53.4339,2.08548,74.0979,59.724,1.97374,41.2683,2.2722,1.6894
1570,106.834,35.8657,2.28209,70.9242,47.9319,1.25748,79.0354,0.984517,0.861412
1571,91.2091,85.4393,1.07282,132.481,102.36,1.11435,16.2738,0.577958,0.778517
1572,147.606,33.3906,1.41523,152.72,130.572,2.02621,187.948,0.829709,1.97695
1573,67.7159,64.8557,2.46948,63.2859,49.1623,2.3104,73.5093,2.6799,2.56202
1574,56.0283,40.1096,2.53598,124.128,42.0285,2.93336,77.3857,1.36471,1.02383
1575,59.722,47.5958,0.458852,85.7443,34.9484,2.35723,77.4384,2.35096,1.91226
1576,91.3075,76.8729,2.53021,166.756,77.5315,2.08843,75.1122,1.53833,1.11947
1577,54.0025,36.2337,1.64618,114.474,79.5081,1.11424,92.2453,1.24007,1.77295
1578,183.237,94.007,2.12237,182.395,75.8598,1.03694,131.175,2.67875,1.19787
1579,76.8728,43.86,2.51627,94.8142,65.277,2.49005,27.5565,1.05153,1.71853
1580,63.9791,63.6358,0.629412,81.0843,30.2181,1.38721,21.6387,2.36964,2.55389
1581,48.2273,43.7264,2.12689,95.4341,33.0646,2.4676,120.301,0.742526,2.42683
1582,69.4741,52.3614,1.90531,205.603,164.623,1.91316,49.3563,1.11794,1.12631
1583,58.391,48.4507,1.05192,66.0242,48.5463,1.71238,79.5349,2.6816,1.2411
1584,60.6312,35.9679,0.915342,100.786,57.4457,2.33068,79.1368,2.56795,1.39347
1585,45.3468,35.2311,0.269197,61.6955,34.9715,1.77057,55.8155,2.68033,2.16594
1586,51.4004,45.3173,2.42304,122.772,96.3625,2.72628,45.8829,2.13563,0.628075
1587,62.9308,58.64,0.315816,69.9753,53.5788,0.820712,71.0218,2.42558,2.29274
1588,45.0157,40.9137,1.62124,88.2825,57.6476,1.07886,33.2589,0.959317,2.57443
1589,61.8672,33.4621,3.04443,74.6948,35.5452,1.78066,61.8764,1.39845,2.25174
1590,91.8397,36.3538,1.86793,59.0339,43.5586,2.37301,27.9147,2.87821,1.59589
1591,61.933,44.7437,1.87012,43.3268,34.7277,1.63719,58.1296,2.32233,1.29406
1592,104.628,59.3993,1.9656,40.0676,32.7221,0.850868,55.1806,1.44055,1.83929
1593,75.007,73.818,1.32407,120.907,89.4607,2.13125,20.1963,1.14706,1.91556
1594,77.6731,71.8206,1.8208,118.996,39.2486,0.47359,45.3364,2.61563,1.30424
1595,87.2385,45.9635,1.15482,58.9533,38.7347,1.13495,41.462,2.25243,2.9692
1596,101.057,45.7445,0.91914,92.6266,45.2021,1.50117,55.7901,2.48937,2.48663
1597,103.677,37.3746,0.4777,207.329,108.422,1.24657,60.242,1.23309,2.06097
1598,73.4142,30.2571,1.80867,84.1529,44.2415,2.46177,67.314,3.09309,2.12599
1599,39.7304,31.0557,1.54486,162.276,135.279,1.53092,65.554,2.14852,1.54497
1600,44.9082,37.1805,1.68305,73.8692,42.5727,2.27882,73.1431,2.27463,2.19698
1601,121.089,82.0547,1.35153,157.512,127.274,2.44459,89.761,0.762052,0.887191
1602,105.968,79.7174,2.87641,78.4738,33.2562,1.40787,39.5106,1.19364,2.94631
1603,68.8806,58.2212,2.7527,86.4447,70.5858,2.25093,33.9891,2.0298,2.18244
1604,76.4684,33.6187,2.57829,59.818,43.4557,0.452735,99.3507,2.00052,1.79225
1605,137.168,30.531,1.80737,52.3561,47.8862,3.05264,98.4459,1.71569,2.90571
1606,62.181,35.5947,0.95523,158.468,96.4174,0.32643,50.5574,1.63726,2.09102
1607,67.7975,40.063,1.34131,75.2397,36.5025,0.915184,152.296,0.849913,2.29496
1608,45.6354,44.461,1.12963,124.062,51.7075,1.92949,70.2003,1.77465,1.89418
1609,112.186,82.933,1.99591,108.253,80.3123,2.34034,82.36,1.30206,1.04436
1610,106.595,62.2854,0.47104,65.7087,38.6277,0.640763,76.0997,2.19932,1.26435
1611,70.5964,37.5125,0.800428,70.4234,35.851,0.667071,45.0492,2.98796,2.13889
1612,40.3115,30.6538,1.08977,45.9987,32.0747,1.26205,53.707,3.00513,2.86634
1613,93.9884,59.249,1.30118,83.456,31.5633,1.87378,24.2006,1.80526,1.56969
1614,55.1986,41.1708,1.70997,91.7387,67.1748,1.34919,102.841,2.49651,0.956094
1615,109.427,46.5668,1.40422,114.381,101.744,1.40806,71.5478,0.915526,1.30329
1616,86.4945,37.1151,2.10637,120.999,46.6439,2.69453,218.326,0.771258,0.926412
1617,59.9682,48.8365,1.85533,80.3836,51.3,2.92275,55.6331,1.39894,0.917337
1618,86.5265,64.3931,2.11577,162.048,38.3361,1.13606,214.575,0.941169,2.3108
1619,45.4164,43.3833,0.711509,134.805,118.289,2.49504,37.6219,2.26102,1.06249
1620,150.35,30.1382,2.53653,59.7497,51.7527,1.42097,148.486,1.21578,1.06452
1621,209.974,83.0698,1.04381,221.349,54.9889,1.42018,167.776,0.761545,0.859803
1622,42.0099,37.6762,1.04346,116.69,95.8978,1.18159,16.8407,1.70129,2.09529
1623,51.1662,42.6974,2.79693,82.8538,50.6411,1.83219,35.3516,2.26626,1.13984
1624,68.3233,40.0645,0.992946,92.7107,74.0002,0.694148,40.006,1.54605,2.08951
1625,74.8897,44.147,1.68026,52.0057,43.852,0.61712,63.1788,2.77991,1.41813
1626,131,55.6187,1.84769,68.9137,37.1816,1.53066,100.937,1.46777,3.04282
1627,71.8642,41.8762,1.70543,104.179,55.8865,1.53805,58.2445,2.343,1.39811
1628,35.498,31.2953,0.209782,91.7088,32.9655,0.435814,97.6454,3.0129,0.860778
1629,79.2803,40.8024,0.113615,95.9728,39.4857,1.99447,68.6968,1.676,1.56051
1630,92.959,34.692,1.69994,106.53,43.8703,2.94647,62.2401,1.95764,2.56978
1631,79.0924,44.3459,0.561649,107.478,59.8329,1.76922,95.9384,1.35895,1.70148
1632,133.771,65.0962,0.812358,137.185,99.9588,0.92376,53.309,1.84932,1.05087
1633,95.3392,58.5692,2.39463,130.544,94.0854,2.30069,122.315,1.03983,0.635031
1634,88.3749,68.5305,2.01094,94.8747,84.5357,2.47214,37.9337,1.21235,1.28155
1635,32.079,30.2104,1.70836,50.3898,43.9197,1.56815,121.617,2.69548,1.32894
1636,155.232,82.3963,0.886834,126.179,47.6199,3.04094,81.1078,0.808562,3.16374
1637,90.7138,33.3504,2.51986,158.63,98.9847,2.83084,15.0956,0.824037,0.782495
1638,131.78,91.5183,2.06819,114.766,102.538,1.22651,50.1763,0.997981,1.51453
1639,65.9136,43.3817,2.39015,96.2843,67.4196,2.15877,33.1786,1.72281,0.848976
1640,128.757,48.4299,2.04935,261.676,228.706,1.55021,144.055,2.36047,1.37916
1641,52.2654,49.9931,0.897458,68.6115,42.7838,0.635433,29.9977,2.52052,2.54122
1642,179.652,45.5062,1.08485,127.386,36.7486,2.06329,54.9828,1.36382,1.79013
1643,67.808,37.9044,0.198833,127.359,60.5733,0.78997,78.4348,2.59243,2.70867
1644,125.559,83.9302,2.19822,49.7415,31.8895,1.15011,21.9963,1.95588,2.10521
1645,83.5816,64.0579,2.70555,104.819,38.9214,1.02327,148.619,1.62818,1.07556
1646,96.2868,89.452,1.36339,165.039,119.543,2.12463,30.1383,0.578869,0.915435
1647,75.7948,40.5616,1.10453,135.09,31.8739,0.259852,98.7352,2.69695,1.37473
1648,49.7405,30.9375,0.820948,90.2683,52.7636,1.25971,34.4513,2.13335,2.02055
1649,122.525,43.6336,0.81678,117.212,51.8066,1.09985,195.845,0.762096,2.62544
1650,80.4545,44.7572,2.07137,101.7,85.126,2.0064,18.0574,1.94431,1.60781
1651,153.692,99.8341,1.19518,220.55,112.539,0.767924,95.7832,0.681581,0.687273
1652,98.8649,53.1737,0.756905,128.793,124.063,2.2271,47.9129,0.834631,1.72878
1653,119.094,50.4392,1.31854,116.28,49.3519,1.90688,45.3322,1.75704,1.52689
1654,54.4135,32.7787,0.949469,84.4401,58.6374,1.4887,37.7578,2.44655,1.47165
1655,65.7736,37.8417,1.36212,79.211,33.5981,1.03605,75.4531,1.15751,3.22928
1656,47.8011,34.1441,1.27441,95.0186,84.6384,2.4534,19.5621,1.66773,2.71515
1657,66.9023,31.6611,1.2101,53.6986,42.9068,0.996619,31.5529,3.15423,2.34075
1658,70.8663,45.729,0.842942,52.2255,50.653,0.762572,114.299,1.5794,1.12131
1659,83.0481,78.3017,2.58186,118.779,58.2996,1.55832,62.2392,1.69812,1.18854
1660,47.1751,38.2887,1.40506,65.6503,46.8988,2.52185,35.4289,1.83982,3.30944
1661,81.1246,71.2615,0.774048,78.9864,51.6348,3.01194,58.2613,1.44557,1.79394
1662,54.9213,47.5361,1.541,125.083,44.482,3.00164,104.053,1.32498,2.02929
1663,52.8676,33.4903,0.695241,140.742,74.1375,2.20203,67.7458,2.80078,1.08916
1664,45.7448,42.3696,2.32922,117.396,72.5047,1.06503,74.6882,2.23842,1.53386
1665,46.521,40.1609,1.60365,157.408,66.1142,2.03756,118.847,2.06655,0.946163
1666,60.5267,32.1183,1.2889,134.984,120.047,2.71838,79.1728,1.12949,1.65175
1667,49.5094,33.8429,1.68443,41.4018,30.6828,0.450323,30.528,2.89405,2.24511
1668,68.7547,47.7378,0.770225,115.164,112.805,2.2135,88.6377,1.82392,1.37345
1669,313.878,242.822,2.44793,225.562,44.0459,2.33676,242.543,0.542891,1.0788
1670,84.2847,33.8493,1.90723,73.3827,39.3353,1.97007,32.5816,1.31852,1.48015
1671,42.6338,41.4369,1.17641,149.995,77.9749,2.5169,79.4875,1.22199,1.14395
1672,147.33,34.4094,1.75229,136.767,42.8901,2.44762,77.2612,1.53649,1.97256
1673,42.2707,41.6015,1.19433,96.4334,48.2844,1.41353,87.4305,2.42856,0.532457
1674,169.349,68.255,1.56728,149.998,114.657,1.94748,157.941,0.890754,1.3868
1675,81.2248,49.3211,1.23516,42.1899,38.0459,0.756075,73.9166,2.39639,2.97325
1676,72.8332,41.1308,1.757,150.96,136.49,0.898644,57.3723,1.30246,1.40443
1677,86.9798,44.7368,0.988314,146.367,50.8332,0.895732,55.0095,1.50429,1.51759
1678,111.908,60.0456,1.04021,111.854,82.2046,1.54513,77.0152,0.69445,0.591895
1679,53.523,47.3179,2.63057,171.231,146.304,2.41613,38.4731,1.21981,1.39433
1680,83.5814,35.9868,0.563321,91.7854,62.9175,1.25791,41.6534,2.14629,1.47258
1681,90.4701,35.349,2.20216,72.4749,52.2935,1.19737,80.8375,1.64589,1.73729
1682,84.3305,41.2539,0.529941,61.7866,32.1834,2.08319,84.9198,1.9439,1.21203
1683,74.6238,35.2826,2.40816,139.921,77.087,2.59619,41.2102,1.06637,0.628041
1684,97.2872,68.1796,1.58471,165.215,33.4833,0.590071,170.45,0.799098,0.928834
1685,96.1437,37.9385,1.54686,134.996,110.286,2.51466,112.456,0.968644,2.17273
1686,55.3483,44.342,0.635757,170.568,109.306,2.23076,115.525,1.03766,2.27659
1687,67.1942,33.6066,2.11186,81.9179,63.6294,2.16666,44.3672,1.10934,3.07724
1688,84.4611,72.5422,1.09928,65.0936,60.8151,0.706069,48.3222,2.13457,2.55084
1689,78.3495,32.6756,2.21702,79.5548,51.3982,0.799429,61.8379,2.05348,1.1218
1690,54.9372,52.8323,1.21239,141.189,50.2285,1.59299,117.749,1.21467,1.55694
1691,93.6787,48.7604,1.94502,108.895,83.664,1.51471,55.2995,1.23442,1.76252
1692,45.3015,31.9063,1.13792,66.0652,56.966,1.76162,53.328,1.49901,3.14694
1693,52.0038,42.2201,0.598279,94.1674,31.9475,2.05236,32.3333,2.7061,3.45835
1694,80.2602,38.3656,1.76565,73.1825,45.2912,1.43395,87.8368,1.24658,2.30249
1695,55.0933,49.0495,2.41772,93.1816,52.8823,1.58892,30.5256,2.07695,2.38322
1696,66.3115,45.5805,0.896354,119.892,41.4055,2.29234,181.656,1.62512,1.01305
1697,85.8604,72.9313,2.15898,114.071,85.4959,0.480192,112.548,2.89402,2.2295
1698,84.4382,45.9297,0.87949,53.6739,49.1825,1.43535,43.4911,2.01108,2.23753
1699,102.213,39.1918,1.93482,84.7865,69.1564,1.59123,81.163,2.09543,2.39311
1700,63.6166,30.5277,0.372205,88.7349,59.9986,1.05737,124.807,1.60349,1.37909
1701,68.5782,35.5072,0.347228,102.277,80.0849,0.625263,164.227,0.720382,2.41419
1702,103.98,67.0365,0.961957,97.5789,69.7031,1.91903,38.5976,1.32479,1.16327
1703,261.549,119.434,2.80091,122.176,76.8395,2.13274,131.46,0.721366,1.07643
1704,119.208,55.7408,0.80935,94.7466,65.6092,1.12415,126.912,1.5927,1.71312
1705,125.784,34.7547,1.3721,205.555,141.94,1.54894,101.752,0.994773,1.41331
1706,97.0835,67.0714,2.12736,67.8556,43.4801,2.67998,29.4586,3.1578,2.35951
1707,110.842,79.5758,2.93695,155.846,40.2335,1.38596,56.4298,2.20204,0.772892
1708,60.1472,47.557,0.341396,119.662,42.8343,0.499685,54.9508,2.13238,2.29822
1709,98.7161,67.4833,0.998909,48.3277,35.0603,0.806667,174.569,1.65922,1.40212
1710,101.484,77.315,2.53514,96.6563,87.5946,1.72166,30.3549,1.26387,0.985092
1711,82.1263,65.5874,0.652978,66.8861,37.9775,0.437527,13.8868,2.22639,2.59881
1712,98.5315,32.6795,0.675203,105.034,44.4549,1.1082,119.486,1.12086,0.886861
1713,109.793,37.3136,1.82283,177.881,95.7804,2.77559,67.1512,0.882207,1.25167
1714,52.184,35.0209,0.434663,123.906,84.8313,1.44814,42.1306,1.06981,1.06167
1715,103.707,45.8481,1.02684,90.2065,51.001,2.4856,86.9451,0.764647,1.92629
1716,71.5644,71.2256,0.989084,67.1,42.2939,0.970256,52.5991,1.50893,1.33691
1717,37.3869,32.7765,1.58734,86.5899,35.4432,2.94531,51.1668,2.44534,0.727913
1718,65.8847,46.3716,0.458105,94.1561,70.8862,0.513401,62.581,2.67809,2.52446
1719,304.984,138.666,0.625384,106.86,74.7199,1.02787,118.112,0.742092,0.859092
1720,147.771,56.2629,2.70808,106.126,53.4105,1.90364,37.502,0.658378,0.73789
1721,82.631,39.8926,2.47598,188.885,102.741,2.46194,95.5546,1.51302,1.30186
1722,106.074,46.2816,1.61817,91.314,42.1067,2.32006,157.272,1.38661,2.30859
1723,103.729,67.5436,2.2591,175.319,88.4106,1.35614,166.57,0.740812,0.977197
1724,108.947,62.7893,1.44051,119.369,101.427,1.22664,85.8605,0.910818,0.829506
1725,100.625,72.2717,2.6942,151.82,85.8144,2.57899,165.087,0.637378,0.598597
1726,61.7182,36.1291,2.18936,96.6404,92.7581,2.73201,40.3301,0.738144,1.59702
1727,99.2773,73.8514,2.05833,88.2654,78.5659,1.96969,80.3455,1.14976,1.26395
1728,51.3536,34.6107,2.10898,99.7327,65.0654,2.20156,41.7598,1.06326,1.31075
1729,51.9618,43.504,1.1778,132.249,73.8343,0.518672,114.673,1.88284,2.81015
1730,36.6603,34.7829,2.31909,157.504,60.4973,1.52052,63.3421,1.40329,2.00709
1731,78.7633,47.822,2.21779,372.715,266.762,1.83169,78.1069,0.901151,2.2774
1732,80.317,30.4981,1.10094,61.9842,55.1877,1.39868,8.69473,1.82322,1.93249
1733,49.8435,39.341,1.95166,155.343,138.592,2.61612,16.2795,1.20098,1.23401
1734,61.4615,44.3732,1.00319,66.2832,53.7929,0.956167,84.313,2.83468,1.37815
1735,49.0993,31.191,0.772942,90.3005,36.7356,1.12255,36.8474,1.57037,2.20592
1736,64.7621,33.5442,1.1478,100.526,66.26,0.895997,82.7813,1.35286,2.66044
1737,54.5376,42.8124,1.14572,81.536,43.1704,0.419334,70.5553,1.95786,2.62998
1738,47.0176,42.1936,0.687748,76.5948,55.3879,1.54136,34.7434,2.13754,2.32999
1739,67.1209,32.5552,1.91785,121.812,102.177,0.658216,79.9267,1.47316,1.56635
1740,62.5165,33.881,2.14376,82.3291,44.4358,2.33207,75.2573,1.42346,0.941036
1741,109.382,77.8059,2.2824,299.881,219.637,2.38702,161.98,0.643211,0.969933
1742,52.5052,31.0079,0.98743,70.3308,45.0848,0.874799,120.802,1.61189,1.4631
1743,72.0219,35.2309,0.693715,95.3009,53.3201,0.66066,27.9313,1.90101,2.30727
1744,161.347,95.7048,2.19671,205.456,69.9351,2.42818,61.9576,0.931277,0.65563
1745,63.0418,58.7461,0.498582,49.8702,47.367,1.4587,140.129,2.00372,2.72406
1746,122.035,115.835,2.33166,119.296,87.3066,2.12927,34.2692,1.42819,1.02705
1747,69.2152,42.994,2.90281,68.9975,48.5601,2.75081,77.1389,1.62653,2.06522
1748,54.3236,30.8943,1.3918,123.408,47.4918,1.26262,58.1567,1.31723,2.39399
1749,53.5533,34.4647,1.86027,102.215,63.9953,2.25749,76.9371,1.69769,1.96183
1750,71.3711,67.9448,0.939787,176.141,78.2525,0.746509,124.37,1.28315,0.929741
1751,119.992,81.0729,1.61694,131.589,77.9269,2.4018,36.3641,1.0769,1.23648
1752,220.611,178.306,1.13154,222.073,74.3884,1.98181,20.0995,0.523508,1.07989
1753,143.103,122.677,0.621105,135.847,34.4043,0.832341,78.4525,2.12203,1.21345
1754,57.3086,48.6294,2.0835,95.5625,69.6467,1.15109,30.5893,1.59109,1.03295
1755,61.1803,53.179,2.59942,100.552,60.23,2.19762,27.4698,1.92431,1.35331
1756,107.516,63.5393,1.77718,177.419,36.7647,0.617691,35.8924,2.49816,1.27028
1757,112.249,95.5822,2.28177,99.9211,44.5557,1.85785,82.462,1.56499,1.37075
1758,101.528,63.0315,1.71251,58.1872,57.1708,1.82984,83.788,1.60616,1.61245
1759,89.759,44.9893,2.24564,69.5607,37.1029,2.25128,40.3856,2.82941,2.22807
1760,55.0093,35.714,0.955544,103.5,60.8977,1.26143,21.4846,2.31333,3.38121
1761,42.227,30.068,0.267192,93.4127,51.3748,1.67106,94.6796,1.49425,2.4455
1762,237.899,176.056,1.19401,68.8364,67.156,1.04364,105.034,0.851919,1.13963
1763,102.464,75.909,2.1522,40.9194,38.8738,2.77006,21.8465,1.52729,1.23732
1764,70.966,42.9869,2.03042,123.962,108.855,1.76898,48.5589,1.80018,1.00581
1765,84.8261,73.9502,0.889306,76.3322,73.621,0.65493,41.1869,2.54956,1.93306
1766,108.682,59.0246,1.69505,140.854,41.2567,2.2803,57.8277,0.98826,1.23192
1767,70.2037,58.4192,1.50882,239.245,43.303,0.75536,50.7084,1.89446,0.623464
1768,60.3663,58.6038,1.09609,134.554,49.1311,2.08011,165.648,2.2053,0.953414
1769,55.5819,37.2443,1.4643,125.653,58.6297,1.53719,57.8446,0.705907,1.02793
1770,131.834,69.6185,2.57482,141.968,40.9714,1.419,76.0846,1.11479,1.17025
1771,48.5273,35.7083,1.18414,64.3292,62.8402,1.41161,71.0495,2.03408,1.27533
1772,60.8212,55.5163,0.899961,158.959,45.0967,0.569228,56.1867,1.48245,1.55362
1773,88.273,55.2148,1.19,90.5787,39.8902,0.911759,77.1558,1.26153,1.67738
1774,110.716,43.7386,1.61494,167.358,108.861,1.91976,28.7339,0.923492,1.30183
1775,89.4379,43.3069,1.45173,60.0739,53.3048,1.89545,44.0619,3.68511,1.97572
1776,75.7307,47.8667,1.23236,152.241,74.8229,1.35927,297.983,1.72893,0.69834
1777,66.3171,33.9669,2.58966,112.426,34.3023,1.70205,73.6459,1.69428,2.0595
1778,94.4634,70.8379,1.58401,119.615,59.9962,0.976573,112.853,1.11273,0.75761
1779,125.755,75.7136,1.11906,210.254,32.8909,1.73581,25.0565,0.935373,1.06851
1780,67.8182,43.3253,0.754384,110.462,57.7624,2.62858,60.1114,1.46046,1.61847
1781,88.4125,31.6,1.67358,185.826,84.5309,2.32143,103.378,0.969869,2.53871
1782,57.0472,56.9616,0.139587,48.0871,39.4004,1.09105,80.5462,3.07921,2.84877
