,lep1pt,lep2pt,theta_ll,b1pt,b2pt,theta_bb,MET,dR_l1,dR_l2
10693,104.035,98.3279,1.6172,39.2074,31.2613,1.56922,6.85379,2.2838,2.13134
10694,52.1409,47.3609,2.58342,204.652,118.245,2.59032,127.621,1.37048,2.65519
10695,92.8767,71.3538,1.8051,188.59,99.835,2.49934,98.5537,0.763624,0.757951
10696,78.0797,60.2121,1.81027,148.486,42.0856,1.90852,51.455,1.36008,1.58835
10697,103.317,43.6129,2.27851,73.5677,73.1957,1.95713,19.8488,1.92839,0.981835
10698,92.1128,61.5015,2.02024,142.43,32.8217,1.34984,13.2824,0.723157,0.563778
10699,150.614,117.531,2.60418,79.5843,42.8333,2.04834,82.6579,1.04508,3.27875
10700,72.8943,44.5684,2.14622,92.3044,30.6317,0.500737,5.82167,2.96564,2.77001
10701,52.0993,42.6099,0.748053,89.4716,80.008,1.34763,33.624,0.910512,2.04899
10702,60.1595,50.1917,2.27147,111.397,36.4096,0.821453,35.8265,2.09236,1.59647
10703,47.5386,38.4364,0.465879,163.746,129.262,2.31141,55.5111,2.44,0.913125
10704,194.927,92.0862,1.57553,115.732,81.6975,1.42187,53.4794,1.48265,1.00843
10705,73.0006,65.1786,0.944228,102.887,36.6655,0.652928,90.0999,1.54913,1.62472
10706,183.192,31.5324,1.93715,102.012,52.4777,2.45738,161.44,0.805338,1.30141
10707,112.113,53.4346,2.00794,47.5173,39.5687,0.522362,47.0432,2.46602,1.9254
10708,55.5918,43.9659,0.225161,86.8909,57.8703,0.347457,44.8895,2.66528,1.45103
10709,41.1759,30.8368,0.742435,130.612,106.305,2.26059,5.91562,1.55857,1.76378
10710,101.479,50.3164,2.51736,76.3153,55.0992,1.38802,21.5956,1.27907,0.849399
10711,61.4842,51.1716,2.14718,86.4499,35.6293,0.713775,44.6238,0.741237,1.57627
10712,88.4649,50.8279,1.26456,58.5613,31.2861,2.84239,36.0899,1.4278,1.25908
10713,155.023,102.225,2.06593,182.761,60.1928,1.19226,154.53,0.81081,0.757295
10714,58.5529,50.8196,0.699227,54.5638,49.7045,1.38825,116.479,1.95786,2.41462
10715,61.0649,45.8009,0.200424,82.5822,30.6471,1.67721,51.8761,2.0323,2.40272
10716,54.8223,35.4305,2.56289,35.2761,34.7994,2.1,116.713,0.721472,0.647484
10717,88.8627,38.6182,1.21625,201.702,147.258,2.11741,13.6071,0.733358,1.49006
10718,135.004,78.4246,2.7151,140.332,88.9069,2.22402,43.0679,0.920916,0.674196
10719,112.133,69.2627,2.59185,78.5458,57.7397,1.53667,51.878,1.24086,1.72819
10720,60.5123,48.2047,1.02719,42.0069,32.96,1.23038,52.1217,3.17369,1.18824
10721,47.6178,36.9205,1.15743,69.1198,51.1134,1.3017,45.5362,2.8571,2.17406
10722,89.7369,42.2578,0.738392,101.51,61.2211,1.05805,47.4906,2.29459,1.42691
10723,121.063,67.2127,3.03517,94.2383,80.0247,2.12568,75.7008,1.21342,2.27078
10724,76.1562,40.0457,1.60076,87.2219,43.9053,0.447891,88.708,2.69653,2.78795
10725,40.4379,34.6989,2.33637,94.2148,30.168,2.67646,50.0004,1.61004,0.935672
10726,44.1487,30.9241,0.691503,143.882,104.496,0.809161,102.859,0.988914,0.635989
10727,49.0629,42.3785,1.71142,114.428,90.9728,1.81831,79.1518,1.08595,0.711783
10728,43.157,40.3181,1.66495,226.622,209.502,0.933855,59.3278,0.754718,0.807441
10729,99.9616,36.0063,1.96718,94.115,44.6808,1.22139,141.481,0.850783,1.12012
10730,59.0625,46.5476,2.26895,62.1959,59.9972,1.27551,33.2672,2.35002,2.22187
10731,42.6234,32.9127,2.06972,183.032,100.036,2.37338,84.7683,1.12759,1.93347
10732,246.416,130.889,1.44187,198.548,147.516,1.36046,73.6392,0.712735,0.570996
10733,108.467,78.223,2.15169,53.5846,36.7676,2.63273,91.8985,2.37972,2.20838
10734,87.4913,64.2648,2.8842,58.8233,34.168,2.92922,78.8337,2.4789,2.14971
10735,72.0344,55.425,2.4899,142.708,105.546,2.5573,46.8147,0.943485,0.873073
10736,49.7728,33.1087,0.517753,110.968,102.539,1.30735,36.3562,1.88067,2.06301
10737,53.4952,35.0415,2.03842,56.5355,35.3125,1.69134,34.744,2.77706,0.761932
10738,45.051,36.9192,0.992456,59.954,49.2672,1.18403,55.602,1.64877,1.96307
10739,72.1581,47.5252,2.25245,63.8737,46.2049,1.08767,108.515,0.716723,2.19839
10740,77.7883,39.864,0.586163,166.092,97.3404,0.877208,61.6728,1.13243,0.788436
10741,166.898,60.7425,1.85088,60.0899,47.6444,1.97802,110.635,1.30615,1.41146
10742,114.285,61.9289,0.85067,171.529,71.9856,2.14244,73.6497,0.992612,1.16335
10743,63.6316,51.1101,2.58161,155.018,111.132,2.44545,107.919,0.98799,1.08963
10744,52.5012,44.5161,2.89352,72.8882,68.7327,2.30797,1.22689,1.18204,2.0251
10745,149.347,55.1655,0.89018,198.351,91.012,0.853203,43.9398,1.14766,1.08797
10746,71.8287,58.2331,1.92895,83.1566,73.7905,1.88742,49.836,1.1402,1.74749
10747,68.169,64.4326,0.992916,166.838,52.0536,1.19218,138.327,1.36007,1.70764
10748,92.6421,31.6793,1.66841,55.2382,49.1748,1.22429,42.1844,2.40963,3.33001
10749,64.3863,58.5799,2.52983,106.517,43.5928,1.04708,74.1047,0.970834,1.39759
10750,89.3628,85.0383,0.592625,80.217,46.7646,2.37527,60.0867,1.38152,1.2124
10751,53.502,30.1985,0.892252,155.698,147.414,2.41498,90.7745,1.49642,2.33958
10752,47.5141,43.0896,1.34465,123.075,52.0218,2.68546,81.7839,1.93399,1.10209
10753,78.0437,51.7638,1.51645,74.1297,46.617,1.98845,120.958,0.985239,2.35672
10754,63.117,40.0667,0.64493,196.922,162.016,1.05432,59.7632,1.2996,1.791
10755,82.0521,46.2092,0.802779,89.8705,70.8083,0.893682,30.8663,1.64349,3.02504
10756,52.6821,46.1393,1.31846,107.507,103.472,1.65685,27.9019,1.92541,1.56857
10757,57.8618,53.6073,2.26456,182.326,118.141,2.06727,9.96467,0.830374,1.40296
10758,103.292,61.7807,1.25583,132.496,129.126,0.987783,29.6134,0.90406,1.0408
10759,43.7187,38.1985,1.34048,114.471,63.6684,2.5116,14.2559,1.74155,1.07409
10760,108.611,40.7541,0.793164,60.6008,39.7662,0.966288,3.26828,1.54141,1.80133
10761,95.1385,51.7139,1.23634,129.799,111.385,1.20762,158.442,1.03911,1.33269
10762,50.9383,37.445,2.19863,46.8262,35.6971,1.56173,16.345,2.45084,1.79341
10763,84.4701,73.6541,1.27718,160.564,87.5578,1.85894,60.4702,1.63509,0.721935
10764,68.5455,39.0207,1.79099,77.9007,66.0029,1.50344,8.0821,1.40188,0.957783
10765,35.8573,32.149,1.72835,48.3454,35.774,2.36579,61.1934,1.24421,2.53509
10766,38.7522,37.9793,1.84058,125.043,57.4948,0.967121,45.6754,3.06895,1.82502
10767,66.3928,47.3924,1.75274,179.885,83.7172,1.51494,126.864,0.627461,0.856708
10768,63.3267,63.2585,1.30193,93.598,33.3587,1.05201,132.182,1.32594,1.7482
10769,126.304,34.4848,1.16075,120.814,109.359,1.32768,93.8963,1.11376,2.5136
10770,47.0774,40.9972,2.63521,59.5893,56.7193,1.25876,67.2856,2.3365,1.03946
10771,49.6618,45.947,0.964937,77.8338,54.6431,1.69764,26.3795,2.38594,2.25448
10772,174.411,80.4204,1.4644,177.197,159.019,1.23137,123.346,0.735307,0.844179
10773,64.9476,53.0472,2.16975,58.8415,58.7191,1.92469,93.0441,1.05562,2.00102
10774,62.5778,46.5552,1.7754,73.3598,36.414,1.94668,52.0262,1.47317,1.4562
10775,289.747,35.5157,0.375034,277.082,99.1963,0.565306,50.3165,0.628548,0.76796
10776,63.1496,32.795,2.11659,57.2574,45.3042,2.00487,130.477,1.31146,2.06772
10777,66.2138,40.4387,1.3541,202.135,35.5043,2.31013,256.821,0.743406,2.44091
10778,108.886,45.9966,0.556506,88.0457,41.2895,2.39139,37.3171,1.90646,1.61596
10779,93.5345,58.388,2.65041,68.5313,57.5306,0.912841,60.325,2.16369,0.661632
10780,65.0955,62.2094,0.528255,114.884,112.9,1.31981,26.0824,1.44679,2.00434
10781,107.001,80.9494,2.12003,152.209,79.3989,2.72783,79.8526,0.989561,0.736777
10782,64.558,52.7913,1.56328,48.2774,41.9215,2.33479,87.1246,1.27667,0.654885
10783,38.2407,36.2048,2.38893,77.4496,67.3225,1.80919,78.5167,2.42809,0.868411
10784,44.573,30.9938,1.57711,110.808,78.3463,2.11394,89.4395,1.3882,1.92848
10785,54.8249,49.1243,0.773714,155.879,102.449,0.888993,71.4753,0.99172,0.574688
10786,65.0845,33.9597,1.69455,62.1048,34.6076,1.23296,38.4223,1.27721,1.29323
10787,54.2897,31.2824,0.800414,86.3996,34.968,2.65934,41.8316,2.37063,1.57753
10788,68.0308,52.218,2.08658,86.6631,63.4232,1.0988,70.6881,1.2921,2.64526
10789,313.732,241.007,1.00973,31.7806,31.5098,0.573774,53.6025,0.808006,1.12159
10790,112.788,64.9264,2.1673,117.651,117.361,1.92944,40.4455,0.703858,0.750996
10791,40.6007,40.2545,2.73495,55.8198,48.7781,2.02609,39.2422,3.00186,1.16544
10792,93.6078,36.9399,1.87403,118.666,38.3088,1.32103,38.3345,2.971,2.18098
10793,52.8102,36.0152,0.681468,174.893,91.1614,2.45194,49.0819,1.85165,1.32937
10794,74.7517,49.3736,2.61814,151.163,48.6058,2.61324,205.675,1.63047,0.650855
10795,48.2542,45.0067,2.19833,101.906,41.0912,1.81511,57.5974,1.59866,0.799451
10796,104.568,43.2441,1.62153,95.5476,60.4174,1.68249,40.7861,1.75858,1.20676
10797,81.5303,60.0397,2.29949,77.0022,45.0896,2.79036,40.012,2.19596,2.62121
10798,116.538,93.4508,1.8165,120.23,45.9717,1.94076,60.0923,1.32767,1.52815
10799,53.509,37.37,1.28494,149.052,84.0799,1.20602,85.3557,1.73433,1.17619
10800,103.987,89.0432,1.39213,179.593,68.6755,2.28382,151.474,0.832621,1.25091
10801,80.6299,58.3841,2.62078,123.357,86.4967,2.05111,114.517,1.38276,0.593752
10802,105.786,31.964,0.775671,181.744,43.1068,0.749063,40.1355,1.29606,1.18494
10803,199.784,82.9469,2.49323,114.78,43.3358,2.29963,55.1667,1.42478,1.49273
10804,161.179,93.4449,3.0365,72.3631,43.7294,1.35244,14.0684,1.09905,1.17802
10805,133.305,114.705,2.47056,215.235,151.423,1.54581,6.84168,0.604272,1.15522
10806,54.9433,31.0384,1.38534,145.359,78.4013,2.25549,86.5978,2.8315,2.57994
10807,57.9982,57.8479,0.804897,100.613,52.2527,0.385018,39.6028,2.00663,1.53284
10808,64.4422,55.7634,0.442301,66.3102,56.8432,0.972668,49.0125,2.83082,2.43368
10809,79.0637,55.7011,1.16106,117.92,59.7528,1.94738,82.0094,1.09732,1.55417
10810,63.0159,31.481,0.454984,67.3978,46.8817,1.44891,17.5857,2.37359,1.10385
10811,75.5626,50.7365,2.36092,99.1453,94.4167,2.04436,45.5882,1.64037,1.15447
10812,47.0799,33.4955,2.16388,40.7438,39.6908,1.40569,21.6742,2.96167,1.13182
10813,36.9454,34.9745,1.52757,56.6446,43.4346,2.33192,28.3823,1.6691,1.52264
10814,50.3002,44.8157,0.890138,196.603,153.209,0.854785,115.534,0.583053,1.54124
10815,76.1089,45.6641,2.92457,61.5439,33.9197,0.807513,98.1044,1.23332,2.74704
10816,71.2238,43.5601,1.91792,65.4828,57.9967,1.85029,31.7795,2.36466,1.20106
10817,54.9512,39.9635,0.130811,131.854,101.733,1.45865,15.2503,1.93205,2.15444
10818,150.632,61.9439,1.06601,212.395,64.202,1.71084,19.7406,1.31299,1.09871
10819,172.687,70.5225,2.29029,88.5244,66.8702,1.74947,89.4524,1.1916,0.735358
10820,118.424,65.0786,1.06732,63.1828,39.7525,0.995054,84.1948,1.97134,2.3082
10821,96.4289,36.4112,2.14538,69.2098,51.0315,1.37339,26.5284,1.74019,2.60671
10822,72.7904,65.991,2.12221,143.732,53.9408,1.80762,121.75,1.65301,0.590323
10823,48.1047,34.4678,0.732789,68.7259,38.5245,1.82145,94.9955,3.59892,0.829161
10824,63.8114,33.9739,1.71717,45.4125,41.1779,0.46337,103.816,0.549745,1.35906
10825,64.1794,49.3625,0.928556,70.5768,61.6909,1.46512,83.3602,2.15337,3.10527
10826,56.1289,53.4154,1.9391,156.405,146.108,2.75836,19.145,1.04691,1.56636
10827,59.8073,42.4795,1.50195,71.9149,70.2002,1.65505,28.5661,1.3742,1.60257
10828,123.662,65.2935,0.799458,146.938,38.489,1.35346,46.6326,2.53194,1.84865
10829,41.676,37.4051,0.345661,93.7881,86.1678,1.621,84.0396,2.14754,0.864732
10830,81.1136,40.6718,0.604817,125.815,90.5729,0.8166,38.8854,0.932919,2.10428
10831,212.221,125.539,3.04595,176.742,74.9597,2.84693,40.8374,1.24518,0.693845
10832,60.4259,42.2161,2.0757,170.978,115.756,2.40846,53.6444,0.591799,0.856831
10833,57.971,54.4589,1.16631,71.7843,46.5413,1.17414,71.9245,1.52504,2.82382
10834,58.6879,50.3597,2.77984,297.486,252.812,2.10702,28.7191,0.697869,1.04212
10835,48.2545,45.2182,2.39254,44.7311,42.0725,2.64495,75.0291,2.55256,2.52993
10836,80.5023,80.3019,1.00564,84.4408,63.7405,0.856223,78.7182,0.577776,1.43052
10837,40.2838,34.5831,2.77799,67.6601,48.9956,1.26175,54.7757,1.94292,3.29487
10838,35.7156,31.3035,1.06093,52.6668,35.8289,2.09244,126.962,1.49652,2.63525
10839,91.2716,40.168,0.406988,121.236,115.39,1.44393,32.4413,2.19238,0.809436
10840,60.5272,46.2087,2.3886,132.356,87.2881,2.54875,55.1636,0.686048,1.08244
10841,106.358,75.0488,0.88728,126.624,120.317,1.81343,110.178,1.38782,1.12594
10842,50.2557,48.8792,0.930164,110.236,78.9349,2.18619,50.4407,2.74938,1.33726
10843,54.0863,40.3171,1.46646,283.784,150.227,1.84201,91.1639,1.19979,1.43537
10844,92.368,72.8438,2.47135,99.1628,74.1092,2.68789,57.5368,0.652241,1.82284
10845,104.978,35.8567,0.744372,124.549,120.52,0.589579,44.2438,0.970696,1.51873
10846,61.3583,39.6662,0.421474,45.7072,31.5133,0.622359,135.444,1.7623,3.01405
10847,166.698,102.744,1.22637,122.948,58.195,0.91225,166.27,0.717274,0.722015
10848,65.6013,61.7222,2.34717,100.12,94.2585,2.44356,64.4628,1.05091,0.718958
10849,80.448,68.1181,0.632398,53.778,41.6672,1.28244,24.2394,2.54287,2.0903
10850,89.2468,45.9827,1.61125,82.5173,49.0919,2.17704,83.694,1.79668,2.18458
10851,76.0097,48.173,1.02018,109.235,53.8606,2.63813,102.143,2.00452,1.19313
10852,240.259,44.0598,2.00353,105.121,55.102,1.14647,15.7671,0.743115,1.23717
10853,68.1138,41.6491,2.1057,135.234,122.786,2.05354,98.5029,1.13837,1.69975
10854,118.902,50.0671,2.19255,97.3158,53.65,2.95078,34.0035,1.38305,1.22488
10855,42.4951,40.0666,2.42121,81.2616,39.3551,0.892639,70.229,1.28487,2.64231
10856,106.92,70.0596,2.66188,137.741,131.306,2.11612,18.9087,0.70616,0.995735
10857,63.0922,39.1956,2.2265,145.146,145.12,1.23002,129.456,1.01093,1.16265
10858,59.8485,47.9387,1.28561,61.4978,48.3226,2.83901,2.15026,2.28523,1.59807
10859,51.2745,30.6407,2.12711,79.6609,74.7127,2.2618,65.7084,1.79643,1.2133
10860,209.283,81.4744,2.88337,99.668,88.9636,1.78712,107.748,0.769839,0.958791
10861,110.348,87.0576,2.27052,80.9218,53.3738,2.33968,55.5629,1.47746,1.13732
10862,83.0987,52.6338,2.37374,75.4484,73.0256,2.03654,75.1314,1.24575,1.53252
10863,66.384,43.5033,1.18305,66.3877,36.3532,1.81603,62.9143,2.07735,1.38137
10864,68.018,34.4706,1.5776,84.2663,79.9793,2.3387,33.6409,1.55959,1.26669
10865,69.2222,39.9617,1.90021,61.3055,58.2769,0.911342,44.333,1.74271,2.26794
10866,35.9654,33.1091,0.475075,103.703,94.6932,2.49751,87.9131,1.42277,2.33311
10867,107.556,34.4455,1.14008,91.0592,60.3255,0.537568,90.3062,0.872795,2.80505
10868,72.2445,49.0868,2.18087,114.839,63.6317,1.29007,59.1604,1.81647,1.10795
10869,53.4495,35.2849,0.379528,117.686,84.4657,2.59873,50.4072,1.63532,2.02645
10870,95.5739,44.1726,1.14989,91.3734,77.3306,0.869285,43.4714,1.83668,1.44944
10871,41.0491,39.7576,1.39661,100.219,82.3512,1.80018,52.6635,0.603556,3.00731
10872,38.7138,33.3811,0.279392,97.2495,50.6071,0.665909,38.9097,2.79339,1.39284
10873,246.525,214.341,2.45793,177.351,77.7381,1.82645,27.0149,1.13984,0.516453
10874,57.7748,33.5636,2.36587,118.854,34.5223,1.30961,90.2084,1.59381,2.74389
10875,68.2598,36.2144,1.36763,136.202,112.056,0.88311,74.5687,1.02692,1.8499
10876,53.6259,38.4564,1.28591,69.8243,49.3112,1.8989,38.9021,1.65148,1.84131
10877,119.264,36.8344,2.03448,230.532,200.547,2.42169,86.1545,0.783961,1.55908
10878,94.9386,33.4671,2.65751,182.764,128.447,1.95778,69.1929,1.02395,0.652644
10879,63.8758,48.1173,1.015,55.544,36.2827,2.12148,22.2535,2.09591,1.10772
10880,66.6388,50.5031,1.80582,102.584,98.367,2.75487,42.5194,1.79807,1.58431
10881,128.321,68.1574,1.82957,117.325,53.0736,2.36401,147.555,1.12832,1.5534
10882,118.857,66.1959,1.73233,52.6589,49.4082,0.792562,112.86,3.20026,1.06458
10883,58.0527,46.6582,2.53023,147.517,88.1193,1.81547,58.6931,1.17648,1.00501
10884,95.771,46.499,1.65711,119.677,106.186,2.32008,43.659,1.07627,2.01385
10885,115.084,84.4591,2.46182,73.7786,43.4664,2.90594,63.1519,1.4469,1.42841
10886,55.3173,55.1035,0.61727,74.456,72.0909,1.47371,34.8226,1.74269,1.59051
10887,49.6138,36.3344,0.2708,59.3461,59.0859,1.7279,33.4389,3.07661,2.71936
10888,62.9043,37.132,1.20989,146.007,88.6159,1.85077,125.785,1.50086,2.13984
10889,36.5008,35.2361,0.207925,106.541,75.7505,1.44216,144.094,0.810485,2.56364
10890,81.9932,46.2665,2.0668,50.7649,35.4152,0.900406,32.6909,1.99146,2.40728
10891,69.1246,56.5559,2.33391,58.7809,42.1005,2.45054,15.5395,1.69381,1.15964
10892,35.0239,32.8578,2.10493,123.581,97.0906,1.77409,51.3869,1.81161,2.17898
10893,74.6066,35.7854,1.11771,89.9387,38.7425,1.02867,139.53,0.694703,0.959255
10894,79.9349,43.0023,1.40651,127.056,109.951,0.373575,182.117,2.42775,1.82601
10895,101.918,39.1685,2.25854,138.836,37.0986,1.47016,72.4893,1.90423,0.68503
10896,86.4016,34.9568,2.07312,158.407,98.9611,2.37347,78.4303,0.860637,0.744997
10897,98.3459,94.5727,1.47908,121.026,98.4153,2.41009,59.5973,0.892227,0.931485
10898,99.5037,75.3163,2.01137,105.493,62.2725,0.773861,74.8769,2.24173,0.946463
10899,50.7287,39.0331,0.786393,49.1594,34.3932,0.299992,36.8389,2.3241,2.8784
10900,36.1282,33.8579,1.06857,93.0264,48.8516,2.16333,121.612,2.38199,0.881316
10901,63.3154,56.6127,2.2864,91.0162,46.5812,2.53284,118.653,0.823804,1.40483
10902,123.466,72.3578,2.5924,79.4042,55.2603,1.7966,91.4369,1.64246,1.25809
10903,38.9542,30.3422,0.658285,72.1725,51.2466,1.87138,117.606,1.1858,3.2471
10904,120.427,51.308,1.3829,66.4242,45.044,1.4866,52.481,1.42288,2.43381
10905,39.6699,37.7925,1.11236,75.1612,54.8957,0.702474,78.8024,2.94989,1.92325
10906,53.6018,33.4052,1.19712,86.6579,66.2711,0.808511,15.0814,1.02463,0.749953
10907,156.272,149.222,2.96976,97.3495,37.0466,2.34933,64.7296,0.542916,1.07814
10908,93.6018,33.0543,1.54296,88.6032,77.1585,2.09574,91.9556,1.49185,1.9503
10909,93.6458,49.412,1.51306,138.649,77.6868,2.242,14.4083,1.07512,1.2226
10910,95.7647,67.5,1.30483,59.1436,53.8272,0.585739,45.7978,1.97486,2.01552
10911,42.8248,40.4238,0.370757,87.7589,40.2187,0.628988,84.4977,2.2928,1.47703
10912,61.4653,48.5325,0.197239,85.4724,31.6066,0.366819,27.0509,2.59842,2.58775
10913,99.6751,61.1674,1.66265,65.0205,52.2005,1.46105,41.141,1.82564,2.4041
10914,131.094,107.283,0.547863,271.048,32.2994,1.00051,129.459,2.90844,1.90577
10915,125.859,113.011,1.83645,75.6007,41.32,1.70678,45.2851,1.5909,1.98778
10916,56.5253,47.8,1.68987,86.5146,83.7764,0.50326,167.54,1.16818,2.82948
10917,145.964,75.6421,1.5222,150.61,30.336,1.12862,83.9429,1.81242,0.693656
10918,90.0054,81.6308,0.558629,57.3458,50.8358,0.557822,68.0286,1.4687,2.15133
10919,64.1866,57.3695,1.80835,182.682,149.61,2.15876,44.1351,0.670422,1.27671
10920,42.7407,32.1852,2.18927,113.857,111.099,0.586684,90.631,1.18306,1.45773
10921,72.1771,38.0188,0.893236,119.038,66.4011,1.20285,54.8488,1.13186,2.64994
10922,61.9401,36.3297,2.13364,93.6794,53.5498,2.83306,51.9606,2.9182,0.732269
10923,85.2179,67.9537,1.28915,56.235,46.5918,0.939112,45.8034,1.40486,1.18609
10924,178.18,58.7208,0.748755,42.4225,35.0227,1.0469,113.026,2.05047,1.52493
10925,57.023,35.9065,0.725909,84.7917,47.6284,0.888359,99.4568,2.10754,1.38667
10926,85.1562,47.9669,1.93735,51.7694,33.3068,2.32006,55.746,2.46834,1.85072
10927,73.5816,30.833,0.871586,42.8985,32.5773,3.08103,98.736,2.71967,1.90391
10928,55.7974,49.1148,1.77502,124.872,65.9797,1.73272,44.4988,2.48538,0.942766
10929,75.3387,63.8554,1.34674,91.6895,33.815,1.35683,74.8962,1.48698,3.30915
10930,68.161,50.845,1.67694,159.825,94.9067,2.70154,59.6351,1.16026,1.2574
10931,84.3692,42.5344,2.74713,211.001,158.102,1.60549,38.1912,0.784485,1.14262
10932,45.1094,33.9357,2.34756,105.546,60.4866,0.727579,110.081,1.5832,1.38647
10933,68.3334,59.5668,1.82713,100.206,66.5475,2.06147,57.8979,0.776299,0.732308
10934,104.616,41.8773,0.865223,73.9013,52.1425,2.78653,170.914,1.2906,1.96826
10935,133.339,102.742,1.44048,121.636,33.6524,2.45558,168.23,1.18897,0.926909
10936,55.4452,34.2911,0.680613,90.1731,65.6695,1.83917,66.1721,1.87468,2.80021
10937,64.3348,36.0892,2.10738,79.0474,60.5719,1.13232,53.604,3.25488,1.22029
10938,100.613,53.4084,1.63656,171.201,106.703,2.22237,15.4908,0.666183,0.995537
10939,51.9504,46.2396,1.4598,144.764,57.5084,0.702685,30.5414,2.81482,1.57858
10940,68.1642,45.8281,2.42051,122.422,31.9906,0.569092,162.188,0.702158,2.98322
10941,84.6106,70.032,0.842182,116.777,116.061,0.748086,67.0856,1.35456,1.28051
10942,46.1319,31.7089,0.734109,51.2401,33.7227,1.21312,63.0754,2.03955,1.29504
10943,49.0963,32.036,1.2508,65.5685,64.9937,1.102,60.1255,3.00347,1.49517
10944,54.517,38.321,1.98815,146.51,32.2316,2.29995,96.6034,2.09953,0.850016
10945,40.9622,34.7438,1.03762,139.967,37.2617,2.14732,40.0963,2.57376,1.65855
10946,81.3415,78.9533,1.07127,73.0622,48.919,0.715998,68.9709,1.56396,2.42621
10947,137.055,59.6779,2.55786,45.4755,40.7024,2.52163,70.1304,1.39943,1.59609
10948,40.6273,35.2345,1.07408,71.2578,65.4396,1.40091,35.7341,1.14027,1.02735
10949,61.1331,38.0889,0.309163,61.5131,39.3711,0.300388,29.1167,2.5789,3.10385
10950,120.843,49.757,1.2576,100.186,48.6553,2.68709,12.7669,2.24129,0.946703
10951,172.9,49.0845,2.18834,119.094,51.6358,1.5803,75.2284,1.42291,0.605822
10952,42.2581,31.5617,2.18503,129.175,58.7188,1.51935,104.061,1.60301,1.45619
10953,56.026,32.5203,0.177387,85.4909,75.4253,0.469924,45.9416,1.97445,2.96911
10954,83.3592,69.7756,2.31117,242.419,230.664,1.68292,34.136,0.934303,1.08532
10955,51.9538,35.6381,1.64923,56.4088,46.0655,2.65474,87.0145,2.23666,1.15385
10956,83.3483,46.2584,1.25767,92.4681,54.1239,2.18837,62.1674,0.648733,1.58032
10957,99.6624,39.9213,2.61954,147.401,110.668,2.82804,71.4972,1.30017,0.555549
10958,57.8325,50.9662,1.61525,98.5163,37.905,0.764878,96.7836,1.7727,1.59073
10959,58.9961,43.1364,1.28825,96.6696,73.8874,2.56727,36.5014,2.18262,1.30887
10960,121.696,99.7236,1.66447,89.9584,45.5124,1.80587,76.4115,1.54187,1.16409
10961,93.9739,45.5013,2.76704,84.2326,81.7831,2.73407,72.3065,1.99144,2.30513
10962,57.0694,36.8074,2.48807,135.995,59.0363,1.74805,22.0585,1.98683,1.2286
10963,82.4042,54.8466,2.12807,61.6209,51.5665,1.93411,58.2432,1.40745,1.6051
10964,49.3617,30.5312,1.88215,107.638,101.24,0.833981,98.4597,0.932787,1.44382
10965,85.169,46.2365,2.54729,152.941,122.418,2.15346,43.2554,1.07106,1.05895
10966,176.819,56.5744,2.3892,157.028,49.61,1.26545,48.7781,1.43082,1.10049
10967,175.91,82.1089,1.15882,84.179,33.765,1.17446,36.3915,1.44845,0.823709
10968,126.968,39.3513,0.645872,85.8991,44.3303,0.721414,85.9263,1.82574,1.28004
10969,82.1639,53.5354,2.38097,78.8686,60.7834,2.14414,71.9735,1.58039,1.07182
10970,57.901,44.6825,0.918335,74.6444,53.7511,0.538991,49.5715,2.24613,2.97805
10971,83.6812,56.6563,0.756782,87.0518,72.9713,0.973041,47.1563,1.34299,0.65224
10972,65.6603,58.0038,0.500339,83.9838,64.099,1.24916,34.4963,1.97984,2.04629
10973,61.5921,56.1491,1.61124,82.7496,58.5446,1.51701,73.3362,1.8255,1.41724
10974,57.0677,37.6143,0.827029,105.25,102.892,1.14943,27.8229,1.78525,2.00817
10975,191.229,64.3529,2.11409,259.214,66.7385,2.63509,76.7062,0.746482,0.707293
10976,156.594,34.0892,1.14836,154.988,47.3933,1.59802,25.6421,1.60338,0.719534
10977,47.0179,31.5109,1.09834,133.881,84.9203,1.84141,22.3957,1.37707,1.65716
10978,93.3419,58.7866,1.71358,52.6335,33.2294,1.3497,15.2898,1.87797,0.950627
10979,100.69,43.196,1.10651,73.2075,34.35,0.633092,36.2632,1.74842,1.22209
10980,98.899,63.1132,0.888917,108.518,89.0508,1.59668,40.6236,1.21243,1.18484
10981,92.4599,60.0655,1.93455,76.5798,38.7961,1.20991,54.9041,2.03588,1.41515
10982,143.783,42.2637,2.52879,61.5812,32.7492,2.01872,129.031,2.25461,1.02409
10983,51.8881,45.9107,2.59967,99.1454,98.6228,1.4998,113.749,1.29397,1.86157
10984,64.631,35.5094,2.45114,97.1039,61.1093,0.538806,5.74874,2.34842,2.00515
10985,88.6651,78.0984,2.10054,83.4877,30.3583,1.40287,86.1777,0.925291,2.10217
10986,142.067,62.2575,1.90576,88.1837,67.3298,0.315227,50.4711,2.75445,1.28819
10987,53.4072,48.1425,1.01018,43.7676,38.8096,0.661579,28.7707,2.92895,2.85892
10988,49.2168,35.3935,0.478512,151.586,87.153,0.657976,14.5395,0.597705,1.85134
10989,51.8407,50.0847,2.00507,73.8669,72.5498,0.775864,67.8687,2.18122,1.71176
10990,43.4922,34.6815,0.620273,41.1439,33.1574,0.587391,41.0814,1.55572,2.40603
10991,100.236,61.8962,2.97288,89.9571,70.1626,2.69388,76.0597,0.884927,1.05452
